Unnamed: 0,comp_name,job_addr,job_link,job_posted,job_srch,job_title,job_type
9122,"DIAMOND EXCAVATING, INC","Arvada, CO 80003","http://www.indeed.com/company/DIAMOND-EXCAVATING,-INC/jobs/Heavy-Equipment-Operator-d1c1aa45f3469004?fccid=ccebe55ed1200ad7&vjs=3",2018-05-31,General Labor,Heavy Equipment Operator,Manufacturing
9123,Barclay Roofing Company,"Greeley, CO 80631",http://www.indeed.com/company/Barclay-Roofing-Company/jobs/Gutter-Installer-f429ace063c9e1ca?fccid=e2ecbc815c5d8736&vjs=3,2018-05-31,General Labor,Gutter Installer,Manufacturing
9124,The Fox Hill Club,"Longmont, CO",http://www.indeed.com/company/The-Fox-Hill-Golf-Club/jobs/Golf-Course-Maintenance-Worker-1d67a342006aef60?fccid=45db206fa2090f6c&vjs=3,2018-05-31,General Labor,Golf Course Maintenance Worker,Maintenance
9125,GQR Global Markets,"Denver, CO",http://www.indeed.com/company/GQR-Global-Markets/jobs/Inventory-Manager-2db091df52ad08df?fccid=e5a7ebf30350faff&vjs=3,2018-05-31,General Labor,Inventory Manager,Manager
9126,Ameritech Construction,"Denver, CO",http://www.indeed.com/company/Ameritech-Construction/jobs/Marketing-Advertising-Representative-cb5381b14a4af3d0?fccid=d40ea83a6bf810ce&vjs=3,2018-05-31,General Labor,Marketing Advertising Representative,Business
9127,Freeport-McMoRan Copper & Gold,"Leadville, CO",http://www.indeed.com/rc/clk?jk=5a10cead0bb4c06e&fccid=cef08b6a3ff9af52&vjs=3,2018-05-31,General Labor,"Human Resources Assistant Climax Mine Leadville, CO",Laborer
9128,GQR Global Markets,"Denver, CO",http://www.indeed.com/company/GQR-Global-Markets/jobs/Truss-Designer-21b0698800909f05?fccid=e5a7ebf30350faff&vjs=3,2018-05-31,General Labor,Truss Designer,Engineer
9129,Total Facility Care,"Boulder, CO",http://www.indeed.com/company/Total-Facility-Care/jobs/General-Labor-Industrial-Cleaner-e424a10accfc9bc4?fccid=16c29083e96b9226&vjs=3,2018-05-31,General Labor,General Labor/Industrial Cleaner,Cleaner/Housekeeper
9130,REC,"Denver, CO",http://www.indeed.com/rc/clk?jk=6e87796fa80535f7&fccid=d0fd50139c44f357&vjs=3,2018-05-31,General Labor,Instrument Operator/Jr. Surveyor (Experienced),Manufacturing
9131,Punch Bowl Social Denver,"Denver, CO",http://www.indeed.com/company/Punch-Bowl-Social-Denver/jobs/Server-Assistant-Food-Runner-60d705e383df6602?fccid=08d505c3bd07777c&vjs=3,2018-05-31,General Labor,Server Assistant & Food Runner,Restaurant/Bar
9132,Mountain Berry Culinary,"Woodland Park, CO",http://www.indeed.com/company/Mountain-Berry-Culinary/jobs/Chef-18b6d6b493bf8486?fccid=766acb15dd070ec9&vjs=3,2018-05-31,General Labor,"Chef, Cook, Kitchen Staff and Dishwasher",Restaurant/Bar
9133,Main Event Entertainment,"Centennial, CO",http://www.indeed.com/company/Main-Event-Entertainment/jobs/Restaurant-Operation-Manager-809d3802dd8fe394?fccid=231c2dfdebff5a70&vjs=3,2018-05-31,General Labor,Restaurant Operations Manager,Laborer
9134,M.C.'s Pizza,"Littleton, CO 80123",http://www.indeed.com/company/M.C.'s-Pizza/jobs/Charming-Pizzeria-Server-6bab39a7484b6482?fccid=ecb7c9f21b351918&vjs=3,2018-05-31,General Labor,Charming Pizzeria hiring servers,Restaurant/Bar
9135,Applebee's | Apple American Group,"Centennial, CO 80122",http://www.indeed.com/rc/clk?jk=acf2f2b3395dcb60&fccid=8d06e6fe8a035d32&vjs=3,2018-05-31,General Labor,Server,Restaurant/Bar
9136,First Watch,"Centennial, CO 80122",http://www.indeed.com/rc/clk?jk=b18bc2e19bab9fcc&fccid=94f7d1070a3620e5&vjs=3,2018-05-31,General Labor,Busser,Restaurant/Bar
9137,Frasca Food & Wine,"Boulder, CO 80302",http://www.indeed.com/rc/clk?jk=7ce05d0c793060c3&fccid=554ca1f76f268b62&vjs=3,2018-05-31,General Labor,Server,Restaurant/Bar
9138,Herron Lakes Golf Course,"Loveland, CO",http://www.indeed.com/company/Herron-Lakes-Golf-Course/jobs/Server-Bartender-109d620471c07f81?fccid=f9f6af38ef60459f&vjs=3,2018-05-31,General Labor,Server/Bartender,Restaurant/Bar
9139,Hive Garden Bistro,"Denver, CO",http://www.indeed.com/company/Hive-Garden-Bistro/jobs/Line-Cook-Dishwasher-e160ebd622c47108?fccid=86bbc95fd05158e9&vjs=3,2018-05-31,General Labor,Line Cook/Dishwasher,Restaurant/Bar
9140,Cafe Rio Inc.,"Longmont, CO 80501",http://www.indeed.com/rc/clk?jk=6c60e88e7c2f50f2&fccid=2064af9de38e7df5&vjs=3,2018-05-31,General Labor,Restaurant Manager,Restaurant/Bar
9141,Aksan United Fortune,"Evergreen, CO",http://www.indeed.com/company/Aksan-United-Fortune/jobs/Wendy-Crew-Member-Cashier-795a83ebe0d0975a?fccid=3afffbb469bf3531&vjs=3,2018-05-31,General Labor,Wendy's Crew Member/Cashier,Retail
9142,OfficeMax 6305,"Littleton, CO 80123",http://www.indeed.com/company/OfficeMax-6305/jobs/Cashier-dcfc32998bc44cb1?fccid=edc64e8b57bd9864&vjs=3,2018-05-31,General Labor,Cashiers,Retail
9143,Barcelona Wine Bar | Barteca Restaurant Group,"Denver, CO 80205 (Northern Denver area)",http://www.indeed.com/rc/clk?jk=6461c08afe7a0a15&fccid=450c0a999ee5745e&vjs=3,2018-05-31,General Labor,Bar Back,Restaurant/Bar
9144,Red Truck Beer Company,"Fort Collins, CO",http://www.indeed.com/company/Red-Truck-Beer-Company/jobs/Kitchen-Manager-8cc82691cfd72453?fccid=e62a9901f51fe41d&vjs=3,2018-05-31,General Labor,Kitchen Manager,Restaurant/Bar
9145,Cafe Rio Inc.,"Longmont, CO 80501",http://www.indeed.com/rc/clk?jk=f81c6f7bcfba835f&fccid=2064af9de38e7df5&vjs=3,2018-05-31,General Labor,Delivery,Driver/Transportation
9146,First Watch,"Centennial, CO 80122",http://www.indeed.com/rc/clk?jk=5ff723effd44d6a9&fccid=94f7d1070a3620e5&vjs=3,2018-05-31,General Labor,Dishwasher,Restaurant/Bar
9147,Buca di Beppo Broomfield,"Broomfield, CO 80021",http://www.indeed.com/rc/clk?jk=b77ec2860548adc7&fccid=48e3104a16f64333&vjs=3,2018-05-31,General Labor,Buca di Beppo Dishwasher/Utility,Trade/Technician
9148,Tower 56 Distilling,"Greeley, CO",http://www.indeed.com/company/Tower-56-Distilling/jobs/Bartender-Brand-Ambassador-247dc1ee1b681c9d?fccid=134e0e64cd24bef1&vjs=3,2018-05-31,General Labor,Bartender/Brand Ambassador,Restaurant/Bar
9149,King Soopers,"Denver, CO 80238 (Capitol Hill area)",http://www.indeed.com/rc/clk?jk=d932afab524e4d5b&fccid=20327ae27f80e89e&vjs=3,2018-06-01,General Labor,Grocery Clerk,Retail
9150,Steamboat,"Steamboat Springs, CO",http://www.indeed.com/rc/clk?jk=afd33a40bf74af6c&fccid=9be77e37b4ae874a&vjs=3,2018-06-01,General Labor,SB Barista/Counter Service Worker Summer Seasonal Full/Part Time,Restaurant/Bar
9151,Doubletree by Hilton Vail,"Vail, CO 81657",http://www.indeed.com/rc/clk?jk=ec3a3a9ecf0b84eb&fccid=05ecbe0fd7219e6b&vjs=3,2018-06-01,General Labor,Server,Restaurant/Bar
9152,The Medical Center of Aurora,"Aurora, CO 80011 (Norfolk Glen area)",http://www.indeed.com/rc/clk?jk=5f7032b4b9fa5770&fccid=4f6deb5eeea83b04&vjs=3,2018-06-01,General Labor,FNS Worker PRN,Other
9153,Buckskin's Saloon,"Sedalia, CO",http://www.indeed.com/company/Buckskin's-Saloon/jobs/Experienced-Bartender-Server-50416bfadbe10edc?fccid=0a302cc45af30a41&vjs=3,2018-06-01,General Labor,Experienced Bartender and Server,Restaurant/Bar
9154,Chelsea Place,"Aurora, CO 80015",http://www.indeed.com/rc/clk?jk=01ff694729282880&fccid=31214e187842ea3f&vjs=3,2018-06-01,General Labor,Cook,Restaurant/Bar
9155,Aramark,"Denver, CO 80221",http://www.indeed.com/rc/clk?jk=6da3f46f55d7271c&fccid=ef670f88bdb8a879&vjs=3,2018-06-01,General Labor,Custodial Services Lead Worker University of Denver Facilities,Laborer
9156,Ball Corporation,"Golden, CO 80403",http://www.indeed.com/rc/clk?jk=d777119f4585c985&fccid=b037a338aef47a20&vjs=3,2018-06-01,General Labor,Machinist,Manufacturing
9157,Advantage Solutions,"Loveland, CO",http://www.indeed.com/rc/clk?jk=84a53b5dcb37d2ad&fccid=ad84136f89d5076f&vjs=3,2018-06-01,General Labor,Retail Reset Merchandiser Kroger Part Time,Retail
9158,The Medical Center of Aurora,"Aurora, CO 80011 (Norfolk Glen area)",http://www.indeed.com/rc/clk?jk=567c1ec1b352cfc2&fccid=4f6deb5eeea83b04&vjs=3,2018-06-01,General Labor,FNS Worker Full Time,Other
9159,Coffee & Bagel Brands,"Denver, CO",http://www.indeed.com/rc/clk?jk=edf28f582252aeb3&fccid=673260caf01c8e36&vjs=3,2018-06-01,General Labor,Supplier Set Up Specialist,Other
9160,Stellar Care,"Colorado Springs, CO 80909 (East Colorado Springs area)",http://www.indeed.com/rc/clk?jk=e7164cbee58b76df&fccid=13a4496e8255ec11&vjs=3,2018-06-01,General Labor,Coffee Cart Manager,Manager
9161,Aramark,"Centennial, CO 80111",http://www.indeed.com/rc/clk?jk=2b044952695ceddf&fccid=ef670f88bdb8a879&vjs=3,2018-06-01,General Labor,Cashier Arrow Electronics Inc Panorama,Retail
9162,Boondocks,"Northglenn, CO 80233",http://www.indeed.com/rc/clk?jk=870ce7b48fb6afea&fccid=ae806d36935fb57b&vjs=3,2018-06-01,General Labor,Cook Hot and Cold side,Restaurant/Bar
9163,White Lodging,"Denver, CO",http://www.indeed.com/rc/clk?jk=260f6a5f6bf95fbf&fccid=56ca88c42485986d&vjs=3,2018-06-01,General Labor,Server,Restaurant/Bar
9164,Quality Custom Distribution,"Aurora, CO",http://www.indeed.com/company/Quality-Custom-Distribution/jobs/Customer-Service-Representative-b1ee1085e57f1362?fccid=c46a89e131feb15e&vjs=3,2018-06-01,General Labor,Customer Service Representative,Customer Service
9165,Department of the Interior,"Cañon City, CO",http://www.indeed.com/rc/clk?jk=f279a384671c7b23&fccid=b795f294efb0ecd0&vjs=3,2018-06-01,General Labor,Biological Science Technician (Wildlife),Trade/Technician
9166,KeHE Distributors,"Aurora, CO",http://www.indeed.com/rc/clk?jk=9a48bb175ee783b2&fccid=8e2790db4e6d0e3e&vjs=3,2018-06-01,General Labor,Warehouse Receiver-Aurora,Warehouse
9167,5 Logistics,"Denver, CO 80216 (Northern Denver area)",http://www.indeed.com/company/5-Logistics/jobs/Warehouse-Pick-Pack-Ship-Associate-4c80b052b80d3697?fccid=a4bce8bc831fcfc1&vjs=3,2018-05-11,General Labor,Part Time Warehouse Pick/Pack/Ship Associate,Warehouse
9168,Univair Aircraft Corporation,"Aurora, CO 80011 (Norfolk Glen area)",http://www.indeed.com/company/Univair-Aircraft-Corporation/jobs/Aircraft-Part-Packing-67d638db0a1b79e9?fccid=9bddb2feb6b7e82a&vjs=3,2018-05-11,General Labor,Aircraft Parts Packing / Shipping / Warehouse (No Forklift),Warehouse
9169,Outdoors Geek,"Denver, CO 80216 (Northern Denver area)",http://www.indeed.com/company/Outdoors-Geek/jobs/Warehouse-Worker-579253345af56304?fccid=5954fa931ef55c7d&vjs=3,2018-05-12,General Labor,Warehouse Worker,Warehouse
9170,Rainbow International of South Denver,"Centennial, CO 80112",http://www.indeed.com/rc/clk?jk=d961e707c02e8f29&fccid=6775740091585510&vjs=3,2018-05-14,General Labor,Disaster Restoration Contents Cleaner,Cleaner/Housekeeper
9171,Air Force Filter,"Denver, CO 80219 (Southwestern Denver area)",http://www.indeed.com/company/Air-Force-Filter/jobs/Warehouse-Operation-Associate-e8b5e207090161da?fccid=d7f50e57de48485e&vjs=3,2018-05-13,General Labor,Warehouse Operations Associate,Laborer
9172,Facilities Maintenance Company,"Thornton, CO",http://www.indeed.com/company/US-Diversified-Services/jobs/Day-Porter-01207a7f9887da0b?fccid=965a062fe67073b1&vjs=3,2018-05-12,General Labor,Day Porter,Laborer
9173,Natural Grocers,"Golden, CO 80403",http://www.indeed.com/rc/clk?jk=a6188b648ec5cf17&fccid=03b1a7bb7c380a16&vjs=3,2018-05-12,General Labor,Warehouse Material Handler 2,Warehouse
9174,FreshPoint,"Denver, CO",http://www.indeed.com/rc/clk?jk=37363b3825f9ee65&fccid=8597ba1a3cb7355a&vjs=3,2018-05-12,General Labor,Production-FreshCuts Worker $1000.00 Sign on Bonus,Manufacturing
9175,"Apex Companies, LLC","Westminster, CO 80030","http://www.indeed.com/company/Apex-Companies,-LLC/jobs/Laborer-a25f25d16748a861?fccid=c1913baa98066b19&vjs=3",2018-05-13,General Labor,Laborer (Construction Tech 1),Laborer
9176,PILATUS Flugzeugwerke AG,"Broomfield, CO",http://www.indeed.com/rc/clk?jk=0832b375ed883ee8&fccid=55f2ecf4b7231d24&vjs=3,2018-05-10,General Labor,Upholstery Technician,Trade/Technician
9177,Crocs,"Niwot, CO",http://www.indeed.com/rc/clk?jk=2c62867da2debd36&fccid=964ddf8e96770af1&vjs=3,2018-05-13,General Labor,"Retail Operations, Associate Manager",Retail
9178,G&K Services,"Denver, CO 80216 (Northern Denver area)",http://www.indeed.com/rc/clk?jk=fa3ab7f0b0f4f35e&fccid=319bdab7bffaa060&vjs=3,2018-05-12,General Labor,Loader/Unloader Rental,Laborer
9179,Shamrock Foods,"Denver, CO 80221",http://www.indeed.com/rc/clk?jk=4c85c206f20909ce&fccid=4d439d6b1bbb160e&vjs=3,2018-05-13,General Labor,Warehouse Specialist,Warehouse
9180,PrimeSource Staffing,"Frederick, CO",http://www.indeed.com/company/PrimeSource-Staffing/jobs/Warehouse-Worker-1228fd02600062ea?fccid=bd460228bca769e4&vjs=3,2018-05-09,General Labor,Warehouse Worker,Warehouse
9181,CoorsTek,"Denver, CO",http://www.indeed.com/company/CoorsTek/jobs/Human-Resource-Generalist-aee02c23166c6df8?fccid=234f6d6a77ec17fb&vjs=3,2018-05-10,General Labor,HR Generalist,Other
9182,Cherry Creek School District,"Denver, CO",http://www.indeed.com/rc/clk?jk=5529c23aec3746f7&fccid=84f84632c6714529&vjs=3,2018-05-10,General Labor,Warehouse/Driver Employee Food and Nutrition Services RE-POST,Medical/Healthcare
9183,NationaLease,"Aurora, CO",http://www.indeed.com/rc/clk?jk=8746e3e61205b092&fccid=d8e89d6b7b26d568&vjs=3,2018-05-09,General Labor,WAREHOUSE / FORKLIFT OPERATOR,Manufacturing
9184,"Alpine Roofing Co., Inc.","Denver, CO 80216 (Northern Denver area)","http://www.indeed.com/company/Alpine-Roofing-Co.,-Inc./jobs/Warehouse-Yard-Lead-b8a9703e41bda5e6?fccid=dbe2ad028b4518c2&vjs=3",2018-05-12,General Labor,Warehouse/Yard Lead,Laborer
9185,Thrive Financial Recruiting,"Denver, CO",http://www.indeed.com/company/Thrive-Financial-Recruiting/jobs/Senior-Accountant-11a30162e4f921b1?fccid=e993dff75e5318c5&vjs=3,2018-05-31,General Labor,Senior Accountant Costing,Accounting/Finance
9186,Timber Line Electric & Control,"Morrison, CO 80465",http://www.indeed.com/company/Timber-Line-Electric-&-Control/jobs/Electrical-Drafter-f4afeb576f097597?fccid=861786bdbc8b6fe2&vjs=3,2018-05-31,General Labor,Electrical Drafter,Trade/Technician
9187,"Relion Restoration and Construction, LLC","Commerce City, CO",http://www.indeed.com/company/Relion-Restoration-and-Construction-LLC/jobs/Mitigation-Technician-693e5cf4c875bf24?fccid=11f1b7f063a149a9&vjs=3,2018-05-31,General Labor,Mitigation Technician,Trade/Technician
9188,Befort Plumbing and Heating,"Aurora, CO 80010 (Delmar Parkway area)",http://www.indeed.com/company/Befort-Plumbing-and-Heating/jobs/Licensed-Journeyman-Master-Plumber-03136ca58b0fad05?fccid=0afad57bfd3aa456&vjs=3,2018-05-31,General Labor,Licensed Journeyman and Master Plumbers,Trade/Technician
9189,"Monroe & Newell Engineers, Inc.","Denver, CO 80202 (Lodo area)","http://www.indeed.com/company/Monroe-&-Newell-Engineers,-Inc./jobs/Structural-Engineer-6345cd0d801d76e5?fccid=47dd8cd5e050e502&vjs=3",2018-05-31,General Labor,Structural Engineer,Engineer
9190,Merrick & Company,"Greenwood Village, CO",http://www.indeed.com/rc/clk?jk=c5c7957f43c7555e&fccid=c1d11cc0aebed70f&vjs=3,2018-05-31,General Labor,Civil Engineer 2+ years exp,Engineer
9191,Resource Employment Solutions,"Aurora, CO 80011 (Norfolk Glen area)",http://www.indeed.com/company/Resource-Employment/jobs/General-Laborer-Warehouse-3f0d7ed771379480?fccid=53823c9cd533705e&vjs=3,2018-05-31,General Labor,General Laborer/Warehouse,Laborer
9192,ESI,"Henderson, CO 80640",http://www.indeed.com/rc/clk?jk=38f0d4530bf23c49&fccid=1073f0122c624d0b&vjs=3,2018-05-31,General Labor,General Labor Construction Manufacturing,Construction
9193,Fairfield Residential,"Golden, CO",http://www.indeed.com/rc/clk?jk=ff942e72489489b4&fccid=805734862972a71b&vjs=3,2018-05-31,General Labor,Assistant Maintenance Service Manager,Manager
9194,Total Facility Care,"Boulder, CO",http://www.indeed.com/company/Total-Facility-Care/jobs/General-Labor-Industrial-Cleaner-e424a10accfc9bc4?fccid=16c29083e96b9226&vjs=3,2018-05-31,General Labor,General Labor/Industrial Cleaner,Cleaner/Housekeeper
9195,GQR Global Markets,"Denver, CO",http://www.indeed.com/company/GQR-Global-Markets/jobs/Truss-Designer-21b0698800909f05?fccid=e5a7ebf30350faff&vjs=3,2018-05-31,General Labor,Truss Designer,Engineer
9196,REC,"Denver, CO",http://www.indeed.com/rc/clk?jk=6e87796fa80535f7&fccid=d0fd50139c44f357&vjs=3,2018-05-31,General Labor,Instrument Operator/Jr. Surveyor (Experienced),Manufacturing
9197,David Evans & Associates,"Denver, CO",http://www.indeed.com/rc/clk?jk=d44fd30fe68ee78c&fccid=0292ac807dd2aefc&vjs=3,2018-05-31,General Labor,Junior Level Freight Rail Engineer-in,Engineer
9198,Split Rail Fence & Supply Co,"Littleton, CO",http://www.indeed.com/company/Split-Rail-Fence-&-Supply-Co/jobs/Clerical-Support-Specialist-23459017976581ec?fccid=504402d24b2f6064&vjs=3,2018-05-31,General Labor,Clerical Support Specialist,Other
9199,"Department of the Interior, US Fish and Wildlife S...","Carr, CO",http://www.indeed.com/rc/clk?jk=32b00086ad3ddeab&fccid=c841f47a1148f009&vjs=3,2018-05-31,General Labor,Biological Science Technician,Trade/Technician
9200,"David Evans and Associates, Inc.","Denver, CO",http://www.indeed.com/rc/clk?jk=d056949882364c86&fccid=5cb73a737c34734d&vjs=3,2018-05-31,General Labor,Junior Level Freight Rail Engineer-in-Training,Engineer
9201,"Arrowhead Landscape Services, Inc.","Golden, CO",http://www.indeed.com/company/Arrowhead-Landscape-Services/jobs/Human-Resource-Manager-f07eefe3555507d1?fccid=a34af8809b9f442a&vjs=3,2018-05-31,General Labor,HR Manager (Bi-Lingual w/Landscape/Construction background REQUIRED),Construction
9202,Land Title Guarantee Co.,"Littleton, CO",http://www.indeed.com/rc/clk?jk=0d83107e38479490&fccid=7fdf23d09d0ac9d4&vjs=3,2018-05-31,General Labor,MS Closing Agent,Other
9203,Oskar Blues Brewery Pearl St Taproom,"Boulder, CO 80302",http://www.indeed.com/company/Oskar-Blues-Pearl-St/jobs/Line-Cook-Prep-Cook-6656306c3f9a9288?fccid=dffd7d5a64533e8f&vjs=3,2018-05-31,General Labor,Line Cook/Prep Cook,Customer Service
9204,Cake Crumbs Bakery & Cafe,"Denver, CO",http://www.indeed.com/company/Cake-Crumbs/jobs/Kitchen-Line-Prep-Cook-b5a4d9a7868c5b36?fccid=822a266c105f9a03&vjs=3,2018-05-31,General Labor,Kitchen Line Prep Cook,Restaurant/Bar
9205,Tony Roma's Restaurant,"Greeley, CO",http://www.indeed.com/company/Tony-Roma's-Restaurant/jobs/New-Restaurant-Multiple-Opening-c9fc15f53d1032a4?fccid=3b3cb2fc7a268f65&vjs=3,2018-05-31,General Labor,New Restaurant ~ Multiple Openings,Restaurant/Bar
9206,Warwick Hotel Denver,"Denver, CO 80203 (Capitol Hill area)",http://www.indeed.com/company/Warwick-Hotel-Denver/jobs/Cook-29ecdaf0747d9cf5?fccid=1853785d8cc95d6c&vjs=3,2018-05-31,General Labor,1 Cook 1 Server 1 Busser,Restaurant/Bar
9207,Señor Bear Restaurant,"Denver, CO",http://www.indeed.com/company/Se%C3%B1or-Bear-Restaurant/jobs/Line-Cook-fec1e3670bf66848?fccid=a3b6aac00a934d5b&vjs=3,2018-05-31,General Labor,Line Cook,Restaurant/Bar
9208,Buca di Beppo Broomfield,"Broomfield, CO 80021",http://www.indeed.com/rc/clk?jk=c97c7f39684f5107&fccid=48e3104a16f64333&vjs=3,2018-05-31,General Labor,Buca di Beppo Server,Restaurant/Bar
9209,First Watch,"Centennial, CO 80122",http://www.indeed.com/rc/clk?jk=5ff723effd44d6a9&fccid=94f7d1070a3620e5&vjs=3,2018-05-31,General Labor,Dishwasher,Restaurant/Bar
9210,Applebee's | Apple American Group,"Centennial, CO 80122",http://www.indeed.com/rc/clk?jk=7d8f9b37dd1a30a4&fccid=8d06e6fe8a035d32&vjs=3,2018-05-31,General Labor,Host,Restaurant/Bar
9211,5D Shield,"Denver, CO 80202 (Lodo area)",http://www.indeed.com/rc/clk?jk=7f70ee0c328880a9&fccid=32adac7a52454bd8&vjs=3,2018-05-31,General Labor,Special Events Staff,Other
9212,Job Store Staffing,"Denver, CO 80224 (Southeastern Denver area)",http://www.indeed.com/rc/clk?jk=93ae36eaaf50be38&fccid=4d66069ba6384580&vjs=3,2018-05-31,General Labor,Help Wanted,Laborer
9213,Crepes n' Crepes,"Denver, CO",http://www.indeed.com/rc/clk?jk=2c3613d2dbbdcfd6&fccid=075b0782d8a913ad&vjs=3,2018-05-31,General Labor,Help Wanted,Laborer
9214,Ponderosa Paint Center,"Denver, CO",http://www.indeed.com/rc/clk?jk=ed88880b06521cd9&fccid=835e2dee9f716deb&vjs=3,2018-05-31,General Labor,Help Wanted,Laborer
9215,Tower 56 Distilling,"Greeley, CO",http://www.indeed.com/company/Tower-56-Distilling/jobs/Bartender-Brand-Ambassador-247dc1ee1b681c9d?fccid=134e0e64cd24bef1&vjs=3,2018-05-31,General Labor,Bartender/Brand Ambassador,Restaurant/Bar
9216,Sage Hospitality Resources,"Denver, CO",http://www.indeed.com/rc/clk?jk=59a456bfd87c50a6&fccid=0909330e325c261b&vjs=3,2018-05-31,General Labor,Bartender,Restaurant/Bar
9217,First Watch,"Centennial, CO 80122",http://www.indeed.com/rc/clk?jk=5ff723effd44d6a9&fccid=94f7d1070a3620e5&vjs=3,2018-05-31,General Labor,Dishwasher,Restaurant/Bar
9218,Capstone Restaurant Group,"Boulder, CO 80301",http://www.indeed.com/company/Capstone-Restaurant-Group/jobs/Staff-Accountant-aca6c0a14d9b5125?fccid=0f9affdfc2d2de7b&vjs=3,2018-05-31,General Labor,Staff Accountant,Accounting/Finance
9219,Sancho Taco and Tequilas | Blue Flame Restaurant...,"Breckenridge, CO 80424",http://www.indeed.com/rc/clk?jk=25b93f4b66209861&fccid=947b03b1646f4d25&vjs=3,2018-05-31,General Labor,Waiter,Restaurant/Bar
